,tweet_id,timestamp,source,text,rating_numerator,rating_denominator,name,dogs_stage,retweet_count,favorite_count,jpg_url,img_num,confidence %,dog_breed
15,889278841981685760,2017-07-24 00:19:32,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13,10,oliver,,5637,25652,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,62,whippet
16,888917238123831296,2017-07-23 00:22:39,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12,10,jim,,4709,29611,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,71,golden_retriever
17,888804989199671297,2017-07-22 16:56:37,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13,10,zeke,,4559,26080,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,46,golden_retriever
18,888554962724278272,2017-07-22 00:23:06,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13,10,ralphus,,3732,20290,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,70,siberian_husky
19,888078434458587136,2017-07-20 16:49:33,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12,10,gerald,,3653,22201,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,99,french_bulldog
20,887705289381826560,2017-07-19 16:06:48,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13,10,jeffrey,,5609,30779,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,82,basset
21,887517139158093824,2017-07-19 03:39:09,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14,10,such,,12082,46959,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,,
22,887473957103951883,2017-07-19 00:47:34,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,10,canela,,18781,69871,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,80,pembroke
23,887343217045368832,2017-07-18 16:08:03,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13,10,unknown,,10737,34222,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,33,mexican_hairless
24,887101392804085760,2017-07-18 00:07:08,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12,10,unknown,,6167,31061,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,73,samoyed
25,886983233522544640,2017-07-17 16:17:36,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,10,maya,,8084,35859,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,79,chihuahua
26,886736880519319552,2017-07-16 23:58:41,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,10,mingus,,3443,12306,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,30,kuvasz
27,886680336477933568,2017-07-16 20:14:00,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13,10,derek,,4610,22798,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,,
28,886366144734445568,2017-07-15 23:25:31,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12,10,roscoe,pupper,3316,21524,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,99,french_bulldog
29,886258384151887873,2017-07-15 16:17:19,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13,10,waffles,,6523,28469,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,94,pug
30,885984800019947520,2017-07-14 22:10:11,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12,10,jimbo,,7097,33382,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,97,blenheim_spaniel
31,885528943205470208,2017-07-13 15:58:47,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,10,maisey,,6683,36689,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,36,pug
32,885311592912609280,2017-07-13 01:35:06,Twitter for iPhone,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,13,10,lilly,,19297,0,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,1,90,labrador_retriever
33,885167619883638784,2017-07-12 16:03:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13,10,unknown,,4556,22367,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,81,malamute
34,884925521741709313,2017-07-12 00:01:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,10,earl,,16439,68152,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,25,italian_greyhound
35,884876753390489601,2017-07-11 20:47:12,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,10,lola,,6096,28514,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,82,chow
36,884562892145688576,2017-07-11 00:00:02,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,10,kevin,,5100,24765,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,54,pug
37,884441805382717440,2017-07-10 15:58:53,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14,10,unknown,,5856,27478,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,99,pembroke
38,884162670584377345,2017-07-09 21:29:42,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,10,yogi,doggo,3128,20771,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,70,german_shepherd
39,883838122936631299,2017-07-09 00:00:04,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,10,noah,,3586,22349,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,61,doberman
40,883482846933004288,2017-07-08 00:28:19,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5,10,bella,,10407,46860,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,94,golden_retriever
41,883360690899218434,2017-07-07 16:22:55,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,10,grizzwald,floofer,3825,22986,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,98,chow
42,883117836046086144,2017-07-07 00:17:54,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13,10,unknown,,6949,37914,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,94,golden_retriever
43,882992080364220416,2017-07-06 15:58:11,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,10,rusty,,4122,24445,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,46,eskimo_dog
44,882762694511734784,2017-07-06 00:46:41,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,10,gus,pupper,5134,28903,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,85,labrador_retriever
45,882627270321602560,2017-07-05 15:48:34,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,10,stanley,,6342,28382,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,54,pembroke
46,882268110199369728,2017-07-04 16:01:23,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,10,alfy,,12118,45880,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,76,golden_retriever
47,882045870035918850,2017-07-04 01:18:17,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13,10,koko,,5203,29900,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,0,golden_retriever
48,881906580714921986,2017-07-03 16:04:48,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12,10,rey,,3533,24773,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,29,weimaraner
49,881666595344535552,2017-07-03 00:11:11,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,10,gary,pupper,11099,51522,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,52,saluki
50,881536004380872706,2017-07-02 15:32:16,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14,10,unknown,pupper,16570,50199,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,28,samoyed
51,881268444196462592,2017-07-01 21:49:04,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12,10,elliot,,5358,23501,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,,
52,880935762899988482,2017-06-30 23:47:07,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13,10,louis,,2886,17346,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,,
53,880872448815771648,2017-06-30 19:35:32,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12,10,unknown,,3989,21734,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,79,pembroke
54,880465832366813184,2017-06-29 16:39:47,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12,10,bella,,6546,29075,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,91,golden_retriever
55,880221127280381952,2017-06-29 00:27:25,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12,10,jesse,,4436,27640,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,23,chihuahua
56,880095782870896641,2017-06-28 16:09:20,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11,10,unknown,,4533,28150,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,12,miniature_pinscher
57,879862464715927552,2017-06-28 00:42:13,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13,10,romeo,,3642,22667,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,81,basset
58,879492040517615616,2017-06-27 00:10:17,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12,10,bailey,,3323,23822,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,47,german_short-haired_pointer
59,879415818425184262,2017-06-26 19:07:24,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13,10,duddles,,45849,107956,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,38,english_springer
60,879376492567855104,2017-06-26 16:31:08,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12,10,jack,,3261,17099,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,3,labrador_retriever
61,879050749262655488,2017-06-25 18:56:45,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11,10,steven,,4941,23022,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,,
62,879008229531029506,2017-06-25 16:07:47,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13,10,beau,,2812,19317,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,96,vizsla
63,878776093423087618,2017-06-25 00:45:22,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13,10,snoopy,puppo,4319,19763,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,73,italian_greyhound
64,878281511006478336,2017-06-23 16:00:04,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13,10,shadow,,1349,7913,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,32,basset
65,878057613040115712,2017-06-23 01:10:23,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14,10,emmy,,7181,42876,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,83,french_bulldog
66,877736472329191424,2017-06-22 03:54:17,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13,10,aja,,17300,71144,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,83,chesapeake_bay_retriever
67,877611172832227328,2017-06-21 19:36:23,Twitter for iPhone,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10 https://t.co/dJx4Gzc50G,14,10,unknown,pupper,83,0,https://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg,1,36,irish_setter
68,877556246731214848,2017-06-21 15:58:08,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12,10,penny,,3994,23258,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,99,basset
69,877316821321428993,2017-06-21 00:06:44,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13,10,dante,,5414,27907,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,50,saluki
70,877201837425926144,2017-06-20 16:29:50,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12,10,nelly,,5880,27755,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,93,pembroke
71,876838120628539392,2017-06-19 16:24:33,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12,10,ginger,pupper,3506,21125,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,57,bloodhound
72,876484053909872640,2017-06-18 16:57:37,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13,10,benedict,,2511,19163,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,87,golden_retriever
73,876120275196170240,2017-06-17 16:52:05,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13,10,venti,puppo,4903,28490,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,53,bernese_mountain_dog
74,875747767867523072,2017-06-16 16:11:53,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13,10,goose,,4497,25773,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,79,labrador_retriever
75,875144289856114688,2017-06-15 00:13:52,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13,10,nugget,,5081,22185,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,24,siberian_husky
76,875021211251597312,2017-06-14 16:04:48,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12,10,unknown,,4922,26022,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,71,west_highland_white_terrier
77,874680097055178752,2017-06-13 17:29:20,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12,10,cash,,4875,28439,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,83,labrador_retriever
78,874296783580663808,2017-06-12 16:06:11,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13,10,jed,pupper,4308,26651,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,43,cocker_spaniel
79,874057562936811520,2017-06-12 00:15:36,Twitter for iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12,10,unknown,,4125,23134,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,83,flat-coated_retriever
80,874012996292530176,2017-06-11 21:18:31,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13,10,sebastian,puppo,11007,35501,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,80,cardigan
81,873697596434513921,2017-06-11 00:25:14,Twitter for iPhone,RT @dog_rates: This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,14,10,walter,,12518,0,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,1,9,french_bulldog
82,873580283840344065,2017-06-10 16:39:04,Twitter for iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13,10,unknown,,4143,24837,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,67,newfoundland
83,873213775632977920,2017-06-09 16:22:42,Twitter for iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12,10,sierra,pupper,1667,7467,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,61,vizsla
84,872967104147763200,2017-06-09 00:02:31,Twitter for iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12,10,unknown,doggo,5669,28031,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,47,labrador_retriever
85,872820683541237760,2017-06-08 14:20:41,Twitter for iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13,10,unknown,,3884,15029,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,99,pug
86,872620804844003328,2017-06-08 01:06:27,Twitter for iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13,10,monkey,,3911,21309,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,51,cocker_spaniel
87,872486979161796608,2017-06-07 16:14:40,Twitter for iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12,10,unknown,,9429,41606,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,93,pembroke
